Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ValueSet-vs-encounter-type.json	659	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	51	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-evidence-rating-system.json	480	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	12	62	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-guideline-author-role.json	462	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	49	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-guideline-contact-point.json	513	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	39	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-guideline-release-type.json	457	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	40	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-guideline-sections.json	529	5	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	13	680	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-intended-audience.json	460	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	55	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-level-of-consensus.json	464	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19	44	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-acceptability.json	1031	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	38	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-benefits-and-harms.json	884	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	39	0	0	0	1	0	0
fsh-generated/resources/ValueSet-vs-rating-certainty-of-evidence.json	874	6	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	14	42	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-concern-degree.json	930	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	50	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-equity.json	990	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	45	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-feasibility.json	1066	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	15	56	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-preference-and-values.json	1059	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	14	41	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-resources.json	998	4	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	14	42	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-recommendation-strength-awmf.json	528	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	37	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-recommendation-synthesis-type.json	502	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	36	0	0	0	1	0	0
fsh-generated/resources/ValueSet-vs-recommendation-tags.json	450	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	12	40	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-recommendation-version-status.json	546	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	36	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-remark-type.json	481	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	41	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rob-2-overall-judgment.json	562	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	50	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-robis-judgment-of-risk-of-bias.json	529	3	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	48	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-robis-risk-of-bias-domains.json	502	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	51	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-target-patient-group.json	499	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	34	0	0	0	0	0	0
